assignment_id,student_id,course_code,assignment_num,status,score,submission_delay_days,due_week
ASN_STU124_06,STU124,CS301,6,submitted,94,0,2
ASN_STU124_07,STU124,CS302,7,submitted,99,0,2
ASN_STU124_08,STU124,CS303,8,submitted,94,0,2
ASN_STU124_09,STU124,CS304,9,submitted,91,0,2
ASN_STU124_10,STU124,CS305,10,late,75,2,2
ASN_STU124_11,STU124,CS301,11,submitted,91,0,3
ASN_STU124_12,STU124,CS302,12,submitted,94,0,3
ASN_STU124_13,STU124,CS303,13,submitted,89,0,3
ASN_STU124_14,STU124,CS304,14,submitted,90,0,3
ASN_STU124_15,STU124,CS305,15,submitted,94,0,3
ASN_STU124_16,STU124,CS301,16,submitted,91,0,4
ASN_STU124_17,STU124,CS302,17,submitted,98,0,4
ASN_STU124_18,STU124,CS303,18,submitted,99,0,4
ASN_STU124_19,STU124,CS304,19,submitted,89,0,4
ASN_STU124_20,STU124,CS305,20,submitted,91,0,4
ASN_STU125_01,STU125,CS301,1,missed,0,-1,1
ASN_STU125_02,STU125,CS302,2,late,70,3,1
ASN_STU125_03,STU125,CS303,3,late,70,3,1
ASN_STU125_04,STU125,CS304,4,late,70,3,1
ASN_STU125_05,STU125,CS305,5,late,70,3,1
ASN_STU125_06,STU125,CS301,6,submitted,82,0,2
ASN_STU125_07,STU125,CS302,7,submitted,82,0,2
ASN_STU125_08,STU125,CS303,8,submitted,82,0,2
ASN_STU125_09,STU125,CS304,9,submitted,82,0,2
ASN_STU125_10,STU125,CS305,10,submitted,82,0,2
ASN_STU125_11,STU125,CS301,11,submitted,82,0,3
ASN_STU125_12,STU125,CS302,12,submitted,82,0,3
ASN_STU125_13,STU125,CS303,13,submitted,82,0,3
ASN_STU125_14,STU125,CS304,14,submitted,82,0,3
ASN_STU125_15,STU125,CS305,15,submitted,82,0,3
ASN_STU125_16,STU125,CS301,16,submitted,82,0,4
ASN_STU125_17,STU125,CS302,17,submitted,82,0,4
ASN_STU125_18,STU125,CS303,18,submitted,82,0,4
ASN_STU125_19,STU125,CS304,19,submitted,82,0,4
ASN_STU125_20,STU125,CS305,20,submitted,82,0,4
ASN_STU126_01,STU126,CS301,1,submitted,92,0,1
ASN_STU126_02,STU126,CS302,2,submitted,94,0,1
ASN_STU126_03,STU126,CS303,3,submitted,91,0,1
ASN_STU126_04,STU126,CS304,4,submitted,91,0,1
ASN_STU126_05,STU126,CS305,5,submitted,96,0,1
ASN_STU126_06,STU126,CS301,6,submitted,91,0,2
ASN_STU126_07,STU126,CS302,7,submitted,99,0,2
ASN_STU126_08,STU126,CS303,8,submitted,92,0,2
ASN_STU126_09,STU126,CS304,9,submitted,85,0,2
ASN_STU126_10,STU126,CS305,10,submitted,88,0,2
ASN_STU126_11,STU126,CS301,11,submitted,97,0,3
ASN_STU126_12,STU126,CS302,12,submitted,90,0,3
ASN_STU126_13,STU126,CS303,13,submitted,93,0,3
ASN_STU126_14,STU126,CS304,14,submitted,97,0,3
ASN_STU126_15,STU126,CS305,15,submitted,86,0,3
ASN_STU126_16,STU126,CS301,16,submitted,85,0,4
ASN_STU126_17,STU126,CS302,17,submitted,97,0,4
ASN_STU126_18,STU126,CS303,18,submitted,94,0,4
ASN_STU126_19,STU126,CS304,19,submitted,96,0,4
ASN_STU126_20,STU126,CS305,20,submitted,98,0,4
ASN_STU127_01,STU127,CS301,1,submitted,99,0,1
ASN_STU127_02,STU127,CS302,2,submitted,91,0,1
ASN_STU127_03,STU127,CS303,3,submitted,88,0,1
ASN_STU127_04,STU127,CS304,4,submitted,89,0,1
ASN_STU127_05,STU127,CS305,5,submitted,85,0,1
ASN_STU127_06,STU127,CS301,6,submitted,98,0,2
ASN_STU127_07,STU127,CS302,7,submitted,85,0,2
ASN_STU127_08,STU127,CS303,8,submitted,87,0,2
ASN_STU127_09,STU127,CS304,9,submitted,97,0,2
ASN_STU127_10,STU127,CS305,10,submitted,98,0,2
ASN_STU127_11,STU127,CS301,11,submitted,92,0,3
ASN_STU127_12,STU127,CS302,12,submitted,98,0,3
ASN_STU127_13,STU127,CS303,13,submitted,86,0,3
ASN_STU127_14,STU127,CS304,14,submitted,88,0,3
ASN_STU127_15,STU127,CS305,15,submitted,86,0,3
ASN_STU127_16,STU127,CS301,16,submitted,98,0,4
ASN_STU127_17,STU127,CS302,17,submitted,89,0,4
ASN_STU127_18,STU127,CS303,18,submitted,93,0,4
ASN_STU127_19,STU127,CS304,19,submitted,85,0,4
ASN_STU127_20,STU127,CS305,20,submitted,89,0,4
ASN_STU128_01,STU128,CS301,1,late,75,2,1
ASN_STU128_02,STU128,CS302,2,late,75,2,1
ASN_STU128_03,STU128,CS303,3,late,75,2,1
ASN_STU128_04,STU128,CS304,4,submitted,85,0,1
ASN_STU128_05,STU128,CS305,5,submitted,85,0,1
ASN_STU128_06,STU128,CS301,6,submitted,85,0,2
ASN_STU128_07,STU128,CS302,7,submitted,85,0,2
ASN_STU128_08,STU128,CS303,8,submitted,85,0,2
ASN_STU128_09,STU128,CS304,9,submitted,85,0,2
ASN_STU128_10,STU128,CS305,10,submitted,85,0,2
ASN_STU128_11,STU128,CS301,11,submitted,85,0,3
ASN_STU128_12,STU128,CS302,12,submitted,85,0,3
ASN_STU128_13,STU128,CS303,13,submitted,85,0,3
ASN_STU128_14,STU128,CS304,14,submitted,85,0,3
ASN_STU128_15,STU128,CS305,15,submitted,85,0,3
ASN_STU128_16,STU128,CS301,16,submitted,85,0,4
ASN_STU128_17,STU128,CS302,17,submitted,85,0,4
ASN_STU128_18,STU128,CS303,18,submitted,85,0,4
ASN_STU128_19,STU128,CS304,19,submitted,85,0,4
ASN_STU128_20,STU128,CS305,20,submitted,85,0,4
ASN_STU129_01,STU129,CS301,1,submitted,93,0,1
ASN_STU129_02,STU129,CS302,2,submitted,91,0,1
ASN_STU129_03,STU129,CS303,3,late,78,2,1
ASN_STU129_04,STU129,CS304,4,submitted,88,0,1
ASN_STU129_05,STU129,CS305,5,submitted,95,0,1
ASN_STU129_06,STU129,CS301,6,submitted,92,0,2
ASN_STU129_07,STU129,CS302,7,submitted,88,0,2
ASN_STU129_08,STU129,CS303,8,submitted,97,0,2
ASN_STU129_09,STU129,CS304,9,submitted,99,0,2
ASN_STU129_10,STU129,CS305,10,submitted,90,0,2
ASN_STU129_11,STU129,CS301,11,submitted,89,0,3
ASN_STU129_12,STU129,CS302,12,submitted,87,0,3
ASN_STU129_13,STU129,CS303,13,submitted,97,0,3
ASN_STU129_14,STU129,CS304,14,submitted,98,0,3
ASN_STU129_15,STU129,CS305,15,submitted,94,0,3
ASN_STU129_16,STU129,CS301,16,submitted,95,0,4
ASN_STU129_17,STU129,CS302,17,submitted,86,0,4
ASN_STU129_18,STU129,CS303,18,submitted,93,0,4
ASN_STU129_19,STU129,CS304,19,submitted,94,0,4
ASN_STU129_20,STU129,CS305,20,submitted,93,0,4
ASN_STU130_01,STU130,CS301,1,submitted,85,0,1
ASN_STU130_02,STU130,CS302,2,submitted,92,0,1
ASN_STU130_03,STU130,CS303,3,submitted,87,0,1
ASN_STU130_04,STU130,CS304,4,submitted,87,0,1
ASN_STU130_05,STU130,CS305,5,submitted,90,0,1
ASN_STU130_06,STU130,CS301,6,submitted,97,0,2
ASN_STU130_07,STU130,CS302,7,submitted,92,0,2
ASN_STU130_08,STU130,CS303,8,submitted,97,0,2
ASN_STU130_09,STU130,CS304,9,submitted,99,0,2
ASN_STU130_10,STU130,CS305,10,submitted,93,0,2
ASN_STU130_11,STU130,CS301,11,submitted,93,0,3
ASN_STU130_12,STU130,CS302,12,submitted,88,0,3
ASN_STU130_13,STU130,CS303,13,submitted,98,0,3
ASN_STU130_14,STU130,CS304,14,submitted,89,0,3
ASN_STU130_15,STU130,CS305,15,submitted,86,0,3
ASN_STU130_16,STU130,CS301,16,submitted,95,0,4
ASN_STU130_17,STU130,CS302,17,submitted,93,0,4
ASN_STU130_18,STU130,CS303,18,submitted,92,0,4
ASN_STU130_19,STU130,CS304,19,submitted,87,0,4
ASN_STU130_20,STU130,CS305,20,submitted,95,0,4
ASN_STU131_01,STU131,CS301,1,submitted,90,0,1
ASN_STU131_02,STU131,CS302,2,submitted,89,0,1
ASN_STU131_03,STU131,CS303,3,submitted,96,0,1
ASN_STU131_04,STU131,CS304,4,submitted,97,0,1
ASN_STU131_05,STU131,CS305,5,submitted,96,0,1
ASN_STU131_06,STU131,CS301,6,submitted,89,0,2
ASN_STU131_07,STU131,CS302,7,submitted,97,0,2
ASN_STU131_08,STU131,CS303,8,submitted,85,0,2
ASN_STU131_09,STU131,CS304,9,submitted,86,0,2
ASN_STU131_10,STU131,CS305,10,submitted,92,0,2
ASN_STU131_11,STU131,CS301,11,submitted,97,0,3
ASN_STU131_12,STU131,CS302,12,submitted,98,0,3
ASN_STU131_13,STU131,CS303,13,submitted,97,0,3
ASN_STU131_14,STU131,CS304,14,submitted,87,0,3
ASN_STU131_15,STU131,CS305,15,submitted,94,0,3
ASN_STU131_16,STU131,CS301,16,submitted,87,0,4
ASN_STU131_17,STU131,CS302,17,submitted,92,0,4
ASN_STU131_18,STU131,CS303,18,submitted,92,0,4
ASN_STU131_19,STU131,CS304,19,submitted,86,0,4
ASN_STU131_20,STU131,CS305,20,submitted,92,0,4
ASN_STU132_01,STU132,CS301,1,submitted,97,0,1
ASN_STU132_02,STU132,CS302,2,submitted,94,0,1
ASN_STU132_03,STU132,CS303,3,submitted,93,0,1
ASN_STU132_04,STU132,CS304,4,submitted,87,0,1
ASN_STU132_05,STU132,CS305,5,submitted,99,0,1
ASN_STU132_06,STU132,CS301,6,submitted,91,0,2
ASN_STU132_07,STU132,CS302,7,submitted,94,0,2
ASN_STU132_08,STU132,CS303,8,submitted,94,0,2
ASN_STU132_09,STU132,CS304,9,submitted,95,0,2
ASN_STU132_10,STU132,CS305,10,submitted,89,0,2
ASN_STU132_11,STU132,CS301,11,submitted,98,0,3
ASN_STU132_12,STU132,CS302,12,submitted,91,0,3
ASN_STU132_13,STU132,CS303,13,submitted,99,0,3
ASN_STU132_14,STU132,CS304,14,submitted,86,0,3
ASN_STU132_15,STU132,CS305,15,submitted,88,0,3
ASN_STU132_16,STU132,CS301,16,submitted,86,0,4
ASN_STU132_17,STU132,CS302,17,submitted,98,0,4
ASN_STU132_18,STU132,CS303,18,submitted,97,0,4
ASN_STU132_19,STU132,CS304,19,submitted,97,0,4
ASN_STU132_20,STU132,CS305,20,submitted,96,0,4
ASN_STU133_01,STU133,CS301,1,late,75,2,1
ASN_STU133_02,STU133,CS302,2,late,75,2,1
ASN_STU133_03,STU133,CS303,3,late,75,2,1
ASN_STU133_04,STU133,CS304,4,submitted,85,0,1
ASN_STU133_05,STU133,CS305,5,submitted,85,0,1
ASN_STU133_06,STU133,CS301,6,submitted,85,0,2
ASN_STU133_07,STU133,CS302,7,submitted,85,0,2
ASN_STU133_08,STU133,CS303,8,submitted,85,0,2
ASN_STU133_09,STU133,CS304,9,submitted,85,0,2
ASN_STU133_10,STU133,CS305,10,submitted,85,0,2
ASN_STU133_11,STU133,CS301,11,submitted,85,0,3
ASN_STU133_12,STU133,CS302,12,submitted,85,0,3
ASN_STU133_13,STU133,CS303,13,submitted,85,0,3
ASN_STU133_14,STU133,CS304,14,submitted,85,0,3
ASN_STU133_15,STU133,CS305,15,submitted,85,0,3
ASN_STU133_16,STU133,CS301,16,submitted,85,0,4
ASN_STU133_17,STU133,CS302,17,submitted,85,0,4
ASN_STU133_18,STU133,CS303,18,submitted,85,0,4
ASN_STU133_19,STU133,CS304,19,submitted,85,0,4
ASN_STU133_20,STU133,CS305,20,submitted,85,0,4
ASN_STU134_01,STU134,CS301,1,submitted,96,0,1
ASN_STU134_02,STU134,CS302,2,submitted,96,0,1
ASN_STU134_03,STU134,CS303,3,submitted,99,0,1
ASN_STU134_04,STU134,CS304,4,submitted,98,0,1
ASN_STU134_05,STU134,CS305,5,submitted,89,0,1
ASN_STU134_06,STU134,CS301,6,submitted,97,0,2
ASN_STU134_07,STU134,CS302,7,submitted,90,0,2
ASN_STU134_08,STU134,CS303,8,submitted,88,0,2
ASN_STU134_09,STU134,CS304,9,submitted,88,0,2
ASN_STU134_10,STU134,CS305,10,submitted,88,0,2
ASN_STU134_11,STU134,CS301,11,submitted,86,0,3
ASN_STU134_12,STU134,CS302,12,submitted,88,0,3
ASN_STU134_13,STU134,CS303,13,submitted,95,0,3
ASN_STU134_14,STU134,CS304,14,submitted,85,0,3
ASN_STU134_15,STU134,CS305,15,submitted,96,0,3
ASN_STU134_16,STU134,CS301,16,submitted,90,0,4
ASN_STU134_17,STU134,CS302,17,submitted,85,0,4
ASN_STU134_18,STU134,CS303,18,submitted,94,0,4
ASN_STU134_19,STU134,CS304,19,submitted,90,0,4
ASN_STU134_20,STU134,CS305,20,submitted,85,0,4
ASN_STU135_01,STU135,CS301,1,submitted,86,0,1
ASN_STU135_02,STU135,CS302,2,submitted,98,0,1
ASN_STU135_03,STU135,CS303,3,submitted,86,0,1
ASN_STU135_04,STU135,CS304,4,submitted,97,0,1
ASN_STU135_05,STU135,CS305,5,submitted,88,0,1
ASN_STU135_06,STU135,CS301,6,submitted,85,0,2
ASN_STU135_07,STU135,CS302,7,submitted,87,0,2
ASN_STU135_08,STU135,CS303,8,submitted,97,0,2
ASN_STU135_09,STU135,CS304,9,submitted,93,0,2
ASN_STU135_10,STU135,CS305,10,submitted,91,0,2
ASN_STU135_11,STU135,CS301,11,submitted,99,0,3
ASN_STU135_12,STU135,CS302,12,submitted,91,0,3
ASN_STU135_13,STU135,CS303,13,submitted,97,0,3
ASN_STU135_14,STU135,CS304,14,submitted,97,0,3
ASN_STU135_15,STU135,CS305,15,submitted,95,0,3
ASN_STU135_16,STU135,CS301,16,submitted,88,0,4
ASN_STU135_17,STU135,CS302,17,submitted,86,0,4
ASN_STU135_18,STU135,CS303,18,submitted,99,0,4
ASN_STU135_19,STU135,CS304,19,submitted,98,0,4
ASN_STU135_20,STU135,CS305,20,submitted,88,0,4
ASN_STU136_01,STU136,CS301,1,submitted,86,0,1
ASN_STU136_02,STU136,CS302,2,submitted,97,0,1
ASN_STU136_03,STU136,CS303,3,submitted,87,0,1
ASN_STU136_04,STU136,CS304,4,submitted,85,0,1
ASN_STU136_05,STU136,CS305,5,submitted,93,0,1
ASN_STU136_06,STU136,CS301,6,submitted,92,0,2
ASN_STU136_07,STU136,CS302,7,submitted,96,0,2
ASN_STU136_08,STU136,CS303,8,submitted,86,0,2
ASN_STU136_09,STU136,CS304,9,submitted,99,0,2
ASN_STU136_10,STU136,CS305,10,submitted,96,0,2
ASN_STU136_11,STU136,CS301,11,submitted,95,0,3
ASN_STU136_12,STU136,CS302,12,submitted,92,0,3
ASN_STU136_13,STU136,CS303,13,submitted,96,0,3
ASN_STU136_14,STU136,CS304,14,submitted,98,0,3
ASN_STU136_15,STU136,CS305,15,submitted,93,0,3
ASN_STU136_16,STU136,CS301,16,submitted,85,0,4
ASN_STU136_17,STU136,CS302,17,submitted,97,0,4
ASN_STU136_18,STU136,CS303,18,submitted,89,0,4
ASN_STU136_19,STU136,CS304,19,submitted,92,0,4
ASN_STU136_20,STU136,CS305,20,submitted,99,0,4
ASN_STU137_01,STU137,CS301,1,submitted,93,0,1
ASN_STU137_02,STU137,CS302,2,submitted,96,0,1
ASN_STU137_03,STU137,CS303,3,submitted,99,0,1
ASN_STU137_04,STU137,CS304,4,submitted,90,0,1
ASN_STU137_05,STU137,CS305,5,submitted,90,0,1
ASN_STU137_06,STU137,CS301,6,submitted,89,0,2
ASN_STU137_07,STU137,CS302,7,submitted,89,0,2
ASN_STU137_08,STU137,CS303,8,submitted,86,0,2
ASN_STU137_09,STU137,CS304,9,submitted,92,0,2
ASN_STU137_10,STU137,CS305,10,submitted,92,0,2
ASN_STU137_11,STU137,CS301,11,submitted,95,0,3
ASN_STU137_12,STU137,CS302,12,submitted,97,0,3
ASN_STU137_13,STU137,CS303,13,submitted,85,0,3
ASN_STU137_14,STU137,CS304,14,submitted,92,0,3
ASN_STU137_15,STU137,CS305,15,submitted,89,0,3
ASN_STU137_16,STU137,CS301,16,submitted,86,0,4
ASN_STU137_17,STU137,CS302,17,submitted,98,0,4
ASN_STU137_18,STU137,CS303,18,submitted,86,0,4
ASN_STU137_19,STU137,CS304,19,submitted,98,0,4
ASN_STU137_20,STU137,CS305,20,submitted,99,0,4
ASN_STU138_01,STU138,CS301,1,submitted,92,0,1
ASN_STU138_02,STU138,CS302,2,submitted,86,0,1
ASN_STU138_03,STU138,CS303,3,submitted,96,0,1
ASN_STU138_04,STU138,CS304,4,submitted,85,0,1
ASN_STU138_05,STU138,CS305,5,submitted,86,0,1
ASN_STU138_06,STU138,CS301,6,submitted,85,0,2
ASN_STU138_07,STU138,CS302,7,submitted,85,0,2
ASN_STU138_08,STU138,CS303,8,submitted,93,0,2
ASN_STU138_09,STU138,CS304,9,submitted,97,0,2
ASN_STU138_10,STU138,CS305,10,submitted,98,0,2
ASN_STU138_11,STU138,CS301,11,submitted,85,0,3
ASN_STU138_12,STU138,CS302,12,submitted,97,0,3
ASN_STU138_13,STU138,CS303,13,submitted,88,0,3
ASN_STU138_14,STU138,CS304,14,submitted,94,0,3
ASN_STU138_15,STU138,CS305,15,submitted,90,0,3
ASN_STU138_16,STU138,CS301,16,submitted,91,0,4
ASN_STU138_17,STU138,CS302,17,submitted,86,0,4
ASN_STU138_18,STU138,CS303,18,submitted,90,0,4
ASN_STU138_19,STU138,CS304,19,submitted,91,0,4
ASN_STU138_20,STU138,CS305,20,submitted,94,0,4
ASN_STU139_01,STU139,CS301,1,missed,0,-1,1
ASN_STU139_02,STU139,CS302,2,late,70,3,1
ASN_STU139_03,STU139,CS303,3,late,70,3,1
ASN_STU139_04,STU139,CS304,4,late,70,3,1
ASN_STU139_05,STU139,CS305,5,late,70,3,1
ASN_STU139_06,STU139,CS301,6,submitted,82,0,2
ASN_STU139_07,STU139,CS302,7,submitted,82,0,2
ASN_STU139_08,STU139,CS303,8,submitted,82,0,2
ASN_STU139_09,STU139,CS304,9,submitted,82,0,2
ASN_STU139_10,STU139,CS305,10,submitted,82,0,2
ASN_STU139_11,STU139,CS301,11,submitted,82,0,3
ASN_STU139_12,STU139,CS302,12,submitted,82,0,3
ASN_STU139_13,STU139,CS303,13,submitted,82,0,3
ASN_STU139_14,STU139,CS304,14,submitted,82,0,3
ASN_STU139_15,STU139,CS305,15,submitted,82,0,3
ASN_STU139_16,STU139,CS301,16,submitted,82,0,4
ASN_STU139_17,STU139,CS302,17,submitted,82,0,4
ASN_STU139_18,STU139,CS303,18,submitted,82,0,4
ASN_STU139_19,STU139,CS304,19,submitted,82,0,4
ASN_STU139_20,STU139,CS305,20,submitted,82,0,4
ASN_STU140_01,STU140,CS301,1,submitted,98,0,1
ASN_STU140_02,STU140,CS302,2,submitted,88,0,1
ASN_STU140_03,STU140,CS303,3,submitted,98,0,1
ASN_STU140_04,STU140,CS304,4,submitted,99,0,1
ASN_STU140_05,STU140,CS305,5,submitted,95,0,1
ASN_STU140_06,STU140,CS301,6,submitted,99,0,2
ASN_STU140_07,STU140,CS302,7,submitted,91,0,2
ASN_STU140_08,STU140,CS303,8,submitted,95,0,2
ASN_STU140_09,STU140,CS304,9,submitted,88,0,2
ASN_STU140_10,STU140,CS305,10,submitted,88,0,2
ASN_STU140_11,STU140,CS301,11,submitted,90,0,3
ASN_STU140_12,STU140,CS302,12,submitted,94,0,3
ASN_STU140_13,STU140,CS303,13,submitted,90,0,3
ASN_STU140_14,STU140,CS304,14,submitted,94,0,3
ASN_STU140_15,STU140,CS305,15,submitted,99,0,3
ASN_STU140_16,STU140,CS301,16,submitted,87,0,4
ASN_STU140_17,STU140,CS302,17,submitted,99,0,4
ASN_STU140_18,STU140,CS303,18,submitted,93,0,4
ASN_STU140_19,STU140,CS304,19,submitted,96,0,4
ASN_STU140_20,STU140,CS305,20,submitted,94,0,4
ASN_STU141_01,STU141,CS301,1,late,75,2,1
ASN_STU141_02,STU141,CS302,2,late,75,2,1
ASN_STU141_03,STU141,CS303,3,late,75,2,1
ASN_STU141_04,STU141,CS304,4,submitted,85,0,1
ASN_STU141_05,STU141,CS305,5,submitted,85,0,1
ASN_STU141_06,STU141,CS301,6,submitted,85,0,2
ASN_STU141_07,STU141,CS302,7,submitted,85,0,2
ASN_STU141_08,STU141,CS303,8,submitted,85,0,2
ASN_STU141_09,STU141,CS304,9,submitted,85,0,2
ASN_STU141_10,STU141,CS305,10,submitted,85,0,2
ASN_STU141_11,STU141,CS301,11,submitted,85,0,3
ASN_STU141_12,STU141,CS302,12,submitted,85,0,3
ASN_STU141_13,STU141,CS303,13,submitted,85,0,3
ASN_STU141_14,STU141,CS304,14,submitted,85,0,3
ASN_STU141_15,STU141,CS305,15,submitted,85,0,3
ASN_STU141_16,STU141,CS301,16,submitted,85,0,4
ASN_STU141_17,STU141,CS302,17,submitted,85,0,4
ASN_STU141_18,STU141,CS303,18,submitted,85,0,4
ASN_STU141_19,STU141,CS304,19,submitted,85,0,4
ASN_STU141_20,STU141,CS305,20,submitted,85,0,4
ASN_STU142_01,STU142,CS301,1,submitted,86,0,1
ASN_STU142_02,STU142,CS302,2,submitted,87,0,1
ASN_STU142_03,STU142,CS303,3,submitted,90,0,1
ASN_STU142_04,STU142,CS304,4,submitted,89,0,1
ASN_STU142_05,STU142,CS305,5,submitted,92,0,1
ASN_STU142_06,STU142,CS301,6,submitted,93,0,2
ASN_STU142_07,STU142,CS302,7,submitted,95,0,2
ASN_STU142_08,STU142,CS303,8,submitted,87,0,2
ASN_STU142_09,STU142,CS304,9,submitted,96,0,2
ASN_STU142_10,STU142,CS305,10,submitted,94,0,2
ASN_STU142_11,STU142,CS301,11,submitted,87,0,3
ASN_STU142_12,STU142,CS302,12,submitted,87,0,3
ASN_STU142_13,STU142,CS303,13,submitted,97,0,3
ASN_STU142_14,STU142,CS304,14,submitted,97,0,3
ASN_STU142_15,STU142,CS305,15,submitted,90,0,3
ASN_STU142_16,STU142,CS301,16,submitted,99,0,4
ASN_STU142_17,STU142,CS302,17,submitted,99,0,4
ASN_STU142_18,STU142,CS303,18,submitted,85,0,4
ASN_STU142_19,STU142,CS304,19,submitted,91,0,4
ASN_STU142_20,STU142,CS305,20,submitted,96,0,4
ASN_STU143_01,STU143,CS301,1,submitted,86,0,1
ASN_STU143_02,STU143,CS302,2,submitted,88,0,1
ASN_STU143_03,STU143,CS303,3,submitted,90,0,1
ASN_STU143_04,STU143,CS304,4,submitted,91,0,1
ASN_STU143_05,STU143,CS305,5,submitted,94,0,1
ASN_STU143_06,STU143,CS301,6,submitted,87,0,2
ASN_STU143_07,STU143,CS302,7,submitted,87,0,2
ASN_STU143_08,STU143,CS303,8,submitted,94,0,2
ASN_STU143_09,STU143,CS304,9,submitted,90,0,2
ASN_STU143_10,STU143,CS305,10,submitted,97,0,2
ASN_STU143_11,STU143,CS301,11,submitted,96,0,3
ASN_STU143_12,STU143,CS302,12,submitted,87,0,3
ASN_STU143_13,STU143,CS303,13,submitted,97,0,3
ASN_STU143_14,STU143,CS304,14,submitted,86,0,3
ASN_STU143_15,STU143,CS305,15,submitted,92,0,3
ASN_STU143_16,STU143,CS301,16,submitted,89,0,4
ASN_STU143_17,STU143,CS302,17,submitted,99,0,4
ASN_STU143_18,STU143,CS303,18,submitted,85,0,4
ASN_STU143_19,STU143,CS304,19,submitted,87,0,4
ASN_STU143_20,STU143,CS305,20,submitted,94,0,4
ASN_STU144_01,STU144,CS301,1,submitted,90,0,1
ASN_STU144_02,STU144,CS302,2,submitted,85,0,1
ASN_STU144_03,STU144,CS303,3,submitted,95,0,1
ASN_STU144_04,STU144,CS304,4,submitted,93,0,1
ASN_STU144_05,STU144,CS305,5,late,83,2,1
ASN_STU144_06,STU144,CS301,6,submitted,96,0,2
ASN_STU144_07,STU144,CS302,7,submitted,86,0,2
ASN_STU144_08,STU144,CS303,8,submitted,87,0,2
ASN_STU144_09,STU144,CS304,9,submitted,89,0,2
ASN_STU144_10,STU144,CS305,10,submitted,89,0,2
ASN_STU144_11,STU144,CS301,11,submitted,99,0,3
ASN_STU144_12,STU144,CS302,12,submitted,85,0,3
ASN_STU144_13,STU144,CS303,13,submitted,92,0,3
ASN_STU144_14,STU144,CS304,14,submitted,96,0,3
ASN_STU144_15,STU144,CS305,15,submitted,92,0,3
ASN_STU144_16,STU144,CS301,16,submitted,88,0,4
ASN_STU144_17,STU144,CS302,17,submitted,97,0,4
ASN_STU144_18,STU144,CS303,18,submitted,91,0,4
ASN_STU144_19,STU144,CS304,19,submitted,99,0,4
ASN_STU144_20,STU144,CS305,20,submitted,99,0,4
ASN_STU145_01,STU145,CS301,1,submitted,96,0,1
ASN_STU145_02,STU145,CS302,2,submitted,93,0,1
ASN_STU145_03,STU145,CS303,3,submitted,95,0,1
ASN_STU145_04,STU145,CS304,4,submitted,89,0,1
ASN_STU145_05,STU145,CS305,5,submitted,99,0,1
ASN_STU145_06,STU145,CS301,6,submitted,89,0,2
ASN_STU145_07,STU145,CS302,7,submitted,96,0,2
ASN_STU145_08,STU145,CS303,8,submitted,89,0,2
ASN_STU145_09,STU145,CS304,9,submitted,85,0,2
ASN_STU145_10,STU145,CS305,10,submitted,85,0,2
ASN_STU145_11,STU145,CS301,11,submitted,92,0,3
ASN_STU145_12,STU145,CS302,12,submitted,96,0,3
ASN_STU145_13,STU145,CS303,13,submitted,92,0,3
ASN_STU145_14,STU145,CS304,14,submitted,96,0,3
ASN_STU145_15,STU145,CS305,15,submitted,99,0,3
ASN_STU145_16,STU145,CS301,16,submitted,99,0,4
ASN_STU145_17,STU145,CS302,17,submitted,90,0,4
ASN_STU145_18,STU145,CS303,18,submitted,96,0,4
ASN_STU145_19,STU145,CS304,19,submitted,95,0,4
ASN_STU145_20,STU145,CS305,20,submitted,97,0,4
ASN_STU146_01,STU146,CS301,1,late,75,2,1
ASN_STU146_02,STU146,CS302,2,late,75,2,1
ASN_STU146_03,STU146,CS303,3,late,75,2,1
ASN_STU146_04,STU146,CS304,4,submitted,85,0,1
ASN_STU146_05,STU146,CS305,5,submitted,85,0,1
ASN_STU146_06,STU146,CS301,6,submitted,85,0,2
ASN_STU146_07,STU146,CS302,7,submitted,85,0,2
ASN_STU146_08,STU146,CS303,8,submitted,85,0,2
ASN_STU146_09,STU146,CS304,9,submitted,85,0,2
ASN_STU146_10,STU146,CS305,10,submitted,85,0,2
ASN_STU146_11,STU146,CS301,11,submitted,85,0,3
ASN_STU146_12,STU146,CS302,12,submitted,85,0,3
ASN_STU146_13,STU146,CS303,13,submitted,85,0,3
ASN_STU146_14,STU146,CS304,14,submitted,85,0,3
ASN_STU146_15,STU146,CS305,15,submitted,85,0,3
ASN_STU146_16,STU146,CS301,16,submitted,85,0,4
ASN_STU146_17,STU146,CS302,17,submitted,85,0,4
ASN_STU146_18,STU146,CS303,18,submitted,85,0,4
ASN_STU146_19,STU146,CS304,19,submitted,85,0,4
ASN_STU146_20,STU146,CS305,20,submitted,85,0,4
ASN_STU147_01,STU147,CS301,1,submitted,96,0,1
ASN_STU147_02,STU147,CS302,2,submitted,94,0,1
ASN_STU147_03,STU147,CS303,3,submitted,88,0,1
ASN_STU147_04,STU147,CS304,4,submitted,89,0,1
ASN_STU147_05,STU147,CS305,5,submitted,86,0,1
ASN_STU147_06,STU147,CS301,6,submitted,92,0,2
ASN_STU147_07,STU147,CS302,7,submitted,95,0,2
ASN_STU147_08,STU147,CS303,8,submitted,95,0,2
ASN_STU147_09,STU147,CS304,9,submitted,98,0,2
ASN_STU147_10,STU147,CS305,10,submitted,86,0,2
ASN_STU147_11,STU147,CS301,11,submitted,93,0,3
ASN_STU147_12,STU147,CS302,12,submitted,86,0,3
